"filename", "language", "Dart", "CMake", "C++", "YAML", "Markdown", "Ruby", "Swift", "JSON", "XML", "Groovy", "Properties", "HTML", "comment", "blank", "total"
"/Users/ahmedelhawary/Documents/side_projects/flutter_projects/projects/algorithm-visualizer/macos/Runner/AppDelegate.swift", "Swift", 0, 0, 0, 0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 2, 10
"/Users/ahmedelhawary/Documents/side_projects/flutter_projects/projects/algorithm-visualizer/macos/Runner/Assets.xcassets/AppIcon.appiconset/Contents.json", "JSON", 0, 0, 0, 0, 0, 0, 0, 68, 0, 0, 0, 0, 0, 1, 69
"/Users/ahmedelhawary/Documents/side_projects/flutter_projects/projects/algorithm-visualizer/macos/Runner/Base.lproj/MainMenu.xib", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 343, 0, 0, 0, 0, 1, 344
"/Users/ahmedelhawary/Documents/side_projects/flutter_projects/projects/algorithm-visualizer/macos/Runner/MainFlutterWindow.swift", "Swift", 0, 0, 0, 0, 0, 0, 12, 0, 0, 0, 0, 0, 0, 4, 16
"/Users/ahmedelhawary/Documents/side_projects/flutter_projects/projects/algorithm-visualizer/macos/RunnerTests/RunnerTests.swift", "Swift", 0, 0, 0, 0, 0, 0, 7, 0, 0, 0, 0, 0, 2, 4, 13
"/Users/ahmedelhawary/Documents/side_projects/flutter_projects/projects/algorithm-visualizer/pubspec.yaml", "YAML", 0, 0, 0, 26, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 37
"/Users/ahmedelhawary/Documents/side_projects/flutter_projects/projects/algorithm-visualizer/test/widget_test.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 30, 1, 31
"/Users/ahmedelhawary/Documents/side_projects/flutter_projects/projects/algorithm-visualizer/web/index.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 19, 15, 5, 39
"/Users/ahmedelhawary/Documents/side_projects/flutter_projects/projects/algorithm-visualizer/web/manifest.json", "JSON", 0, 0, 0, 0, 0, 0, 0, 35, 0, 0, 0, 0, 0, 1, 36
"/Users/ahmedelhawary/Documents/side_projects/flutter_projects/projects/algorithm-visualizer/windows/CMakeLists.txt", "CMake", 0, 89, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20, 109
"/Users/ahmedelhawary/Documents/side_projects/flutter_projects/projects/algorithm-visualizer/windows/flutter/CMakeLists.txt", "CMake", 0, 98, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 110
"/Users/ahmedelhawary/Documents/side_projects/flutter_projects/projects/algorithm-visualizer/windows/flutter/generated_plugin_registrant.cc", "C++", 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 5, 12
"/Users/ahmedelhawary/Documents/side_projects/flutter_projects/projects/algorithm-visualizer/windows/flutter/generated_plugin_registrant.h", "C++", 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 6, 16
"/Users/ahmedelhawary/Documents/side_projects/flutter_projects/projects/algorithm-visualizer/windows/flutter/generated_plugins.cmake", "CMake", 0, 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 24
"/Users/ahmedelhawary/Documents/side_projects/flutter_projects/projects/algorithm-visualizer/windows/runner/CMakeLists.txt", "CMake", 0, 34, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 41
"/Users/ahmedelhawary/Documents/side_projects/flutter_projects/projects/algorithm-visualizer/windows/runner/flutter_window.cpp", "C++", 0, 0, 49, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 16, 72
"/Users/ahmedelhawary/Documents/side_projects/flutter_projects/projects/algorithm-visualizer/windows/runner/flutter_window.h", "C++", 0, 0, 20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 9, 34
"/Users/ahmedelhawary/Documents/side_projects/flutter_projects/projects/algorithm-visualizer/windows/runner/main.cpp", "C++", 0, 0, 30, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 10, 44
"/Users/ahmedelhawary/Documents/side_projects/flutter_projects/projects/algorithm-visualizer/windows/runner/resource.h", "C++", 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 2, 17
"/Users/ahmedelhawary/Documents/side_projects/flutter_projects/projects/algorithm-visualizer/windows/runner/utils.cpp", "C++", 0, 0, 54, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 10, 66
"/Users/ahmedelhawary/Documents/side_projects/flutter_projects/projects/algorithm-visualizer/windows/runner/utils.h", "C++", 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 6, 20
"/Users/ahmedelhawary/Documents/side_projects/flutter_projects/projects/algorithm-visualizer/windows/runner/win32_window.cpp", "C++", 0, 0, 210, 0, 0, 0, 0, 0, 0, 0, 0, 0, 24, 55, 289
"/Users/ahmedelhawary/Documents/side_projects/flutter_projects/projects/algorithm-visualizer/windows/runner/win32_window.h", "C++", 0, 0, 48, 0, 0, 0, 0, 0, 0, 0, 0, 0, 31, 24, 103
"Total", "-", 4214, 454, 539, 53, 56, 65, 52, 248, 470, 81, 8, 19, 411, 1006, 7676
